route_name,type,origin,destination,olat,olon,dlat,dlon,distance,time
El Paso-Fort Worth,airplane,El Paso,Fort Worth,31.7601164,-106.4870404,32.753177,-97.3327459,867.5836556831812,2.0844795696039764
El Paso-Columbus,airplane,El Paso,Columbus,31.7601164,-106.4870404,39.9622601,-83.0007065,2295.6498379243835,3.86956229740548
El Paso-Charlotte,airplane,El Paso,Charlotte,31.7601164,-106.4870404,35.2272086,-80.8430827,2402.150534689428,4.002688168361784
El Paso-San Francisco,airplane,El Paso,San Francisco,31.7601164,-106.4870404,37.7792588,-122.4193286,1598.9228632850352,2.998653579106294
El Paso-Indianapolis,airplane,El Paso,Indianapolis,31.7601164,-106.4870404,39.7683331,-86.1583502,2032.494150756775,3.540617688445969
El Paso-Seattle,airplane,El Paso,Seattle,31.7601164,-106.4870404,47.6038321,-122.330062,2213.8188052497844,3.767273506562231
El Paso-Denver,airplane,El Paso,Denver,31.7601164,-106.4870404,39.7392364,-104.984862,897.4916556313908,2.1218645695392384
El Paso-Washington,airplane,El Paso,Washington,31.7601164,-106.4870404,38.8950368,-77.0365427,2773.2745977955647,4.466593247244456
El Paso-Boston,airplane,El Paso,Boston,31.7601164,-106.4870404,42.3554334,-71.060511,3328.2368275736967,5.1602960344671205
El Paso-Nashville,airplane,El Paso,Nashville,31.7601164,-106.4870404,36.1622767,-86.7742984,1879.0429770060684,3.3488037212575854
El Paso-Detroit,airplane,El Paso,Detroit,31.7601164,-106.4870404,42.3315509,-83.0466403,2377.849925365935,3.972312406707419
El Paso-Oklahoma City,airplane,El Paso,Oklahoma City,31.7601164,-106.4870404,35.4729886,-97.5170536,927.020155460164,2.158775194325205
El Paso-Portland,airplane,El Paso,Portland,31.7601164,-106.4870404,45.5202471,-122.674194,2069.938375625243,3.587422969531554
El Paso-Las Vegas,airplane,El Paso,Las Vegas,31.7601164,-106.4870404,36.171697,-115.1463536,936.608912571776,2.17076114071472
El Paso-Memphis,airplane,El Paso,Memphis,31.7601164,-106.4870404,35.1460249,-90.0517638,1568.5134087065453,2.9606417608831817
El Paso-Baltimore,airplane,El Paso,Baltimore,31.7601164,-106.4870404,39.290386,-76.61219,2815.498827953636,4.519373534942045
El Paso-Louisville,airplane,El Paso,Louisville,31.7601164,-106.4870404,38.2542376,-85.759407,2015.68469647984,3.5196058705998
Nashville-New York,airplane,Nashville,New York,36.1622767,-86.7742984,40.7127281,-74.0060152,1220.2028989906626,2.5252536237383283
Nashville-Los Angeles,airplane,Nashville,Los Angeles,36.1622767,-86.7742984,34.052235,-118.243683,2859.750653748077,4.574688317185096
Nashville-Chicago,airplane,Nashville,Chicago,36.1622767,-86.7742984,41.8755616,-87.6244212,639.5090596682153,1.799386324585269
Nashville-Houston,airplane,Nashville,Houston,36.1622767,-86.7742984,29.7589382,-95.3676974,1071.3966375565597,2.3392457969457
Nashville-Phoenix,airplane,Nashville,Phoenix,36.1622767,-86.7742984,33.4484367,-112.074141,2322.881103009032,3.90360137876129
Nashville-Philadelphia,airplane,Nashville,Philadelphia,36.1622767,-86.7742984,39.9527237,-75.1635262,1099.3824900986554,2.374228112623319
Nashville-San Antonio,airplane,Nashville,San Antonio,36.1622767,-86.7742984,29.4246002,-98.4951405,1325.6205630375116,2.657025703796889
Nashville-San Diego,airplane,Nashville,San Diego,36.1622767,-86.7742984,32.7174202,-117.162772,2801.4210950154115,4.5017763687692645
Nashville-Dallas,airplane,Nashville,Dallas,36.1622767,-86.7742984,32.7762719,-96.7968559,992.2962714095102,2.2403703392618874
Nashville-San Jose,airplane,Nashville,San Jose,36.1622767,-86.7742984,37.3361663,-121.890591,3113.3902538362545,4.891737817295319
Nashville-Austin,airplane,Nashville,Austin,36.1622767,-86.7742984,30.2711286,-97.7436995,1211.3447556325912,2.514180944540739
Nashville-Jacksonville,airplane,Nashville,Jacksonville,36.1622767,-86.7742984,30.3321838,-81.655651,803.9574439420863,2.004946804927608
Nashville-Fort Worth,airplane,Nashville,Fort Worth,36.1622767,-86.7742984,32.753177,-97.3327459,1038.8958982274658,2.2986198727843323
Nashville-Columbus,airplane,Nashville,Columbus,36.1622767,-86.7742984,39.9622601,-83.0007065,536.2424362520418,1.6703030453150522
Nashville-Charlotte,airplane,Nashville,Charlotte,36.1622767,-86.7742984,35.2272086,-80.8430827,545.5251483360696,1.681906435420087
Nashville-San Francisco,airplane,Nashville,San Francisco,36.1622767,-86.7742984,37.7792588,-122.4193286,3152.589000977885,4.940736251222356
Nashville-Indianapolis,airplane,Nashville,Indianapolis,36.1622767,-86.7742984,39.7683331,-86.1583502,404.59114748962384,1.5057389343620298
Nashville-Seattle,airplane,Nashville,Seattle,36.1622767,-86.7742984,47.6038321,-122.330062,3171.5249875552654,4.964406234444082
Nashville-Denver,airplane,Nashville,Denver,36.1622767,-86.7742984,39.7392364,-104.984862,1642.3303973999348,3.0529129967499187
Nashville-Washington,airplane,Nashville,Washington,36.1622767,-86.7742984,38.8950368,-77.0365427,910.3092380443212,2.1378865475554014
Nashville-Boston,airplane,Nashville,Boston,36.1622767,-86.7742984,42.3554334,-71.060511,1514.813430718285,2.8935167883978563
Nashville-El Paso,airplane,Nashville,El Paso,36.1622767,-86.7742984,31.7601164,-106.4870404,1879.0429770060684,3.3488037212575854
Nashville-Detroit,airplane,Nashville,Detroit,36.1622767,-86.7742984,42.3315509,-83.0466403,757.1727944887375,1.9464659931109216
Nashville-Oklahoma City,airplane,Nashville,Oklahoma City,36.1622767,-86.7742984,35.4729886,-97.5170536,971.1602513985596,2.2139503142481995
Nashville-Portland,airplane,Nashville,Portland,36.1622767,-86.7742984,45.5202471,-122.674194,3163.43597713484,4.95429497141855
Nashville-Las Vegas,airplane,Nashville,Las Vegas,36.1622767,-86.7742984,36.171697,-115.1463536,2537.695663505793,4.172119579382242
Nashville-Memphis,airplane,Nashville,Memphis,36.1622767,-86.7742984,35.1460249,-90.0517638,316.9302596549183,1.396162824568648
Nashville-Baltimore,airplane,Nashville,Baltimore,36.1622767,-86.7742984,39.290386,-76.61219,958.3453389896453,2.197931673737057
Nashville-Louisville,airplane,Nashville,Louisville,36.1622767,-86.7742984,38.2542376,-85.759407,249.37057418277115,1.3117132177284638
Detroit-New York,airplane,Detroit,New York,42.3315509,-83.0466403,40.7127281,-74.0060152,773.4566435708686,1.9668208044635855
Detroit-Los Angeles,airplane,Detroit,Los Angeles,42.3315509,-83.0466403,34.052235,-118.243683,3185.2979194574905,4.981622399321863
Detroit-Chicago,airplane,Detroit,Chicago,42.3315509,-83.0466403,41.8755616,-87.6244212,381.0040842755257,1.476255105344407
Detroit-Houston,airplane,Detroit,Houston,42.3315509,-83.0466403,29.7589382,-95.3676974,1779.638140386877,3.2245476754835964
Detroit-Phoenix,airplane,Detroit,Phoenix,42.3315509,-83.0466403,33.4484367,-112.074141,2715.6169516385457,4.394521189548183
Detroit-Philadelphia,airplane,Detroit,Philadelphia,42.3315509,-83.0466403,39.9527237,-75.1635262,710.7909535015109,1.8884886918768888
Detroit-San Antonio,airplane,Detroit,San Antonio,42.3315509,-83.0466403,29.4246002,-98.4951405,1992.961228713057,3.4912015358913213
Detroit-San Diego,airplane,Detroit,San Diego,42.3315509,-83.0466403,32.7174202,-117.162772,3167.752760420425,4.959690950525531
Detroit-Dallas,airplane,Detroit,Dallas,42.3315509,-83.0466403,32.7762719,-96.7968559,1608.122892007278,3.0101536150090973
Detroit-San Jose,airplane,Detroit,San Jose,42.3315509,-83.0466403,37.3361663,-121.890591,3333.386279889348,5.166732849861685
Detroit-Austin,airplane,Detroit,Austin,42.3315509,-83.0466403,30.2711286,-97.7436995,1874.273690056344,3.34284211257043
Detroit-Jacksonville,airplane,Detroit,Jacksonville,42.3315509,-83.0466403,30.3321838,-81.655651,1340.0184533605502,2.675023066700688
Detroit-Fort Worth,airplane,Detroit,Fort Worth,42.3315509,-83.0466403,32.753177,-97.3327459,1645.4588464757185,3.056823558094648
Detroit-Columbus,airplane,Detroit,Columbus,42.3315509,-83.0466403,39.9622601,-83.0007065,263.48117706781267,1.3293514713347658
Detroit-Charlotte,airplane,Detroit,Charlotte,42.3315509,-83.0466403,35.2272086,-80.8430827,812.646313548856,2.01580789193607
Detroit-San Francisco,airplane,Detroit,San Francisco,42.3315509,-83.0466403,37.7792588,-122.4193286,3358.6342546652872,5.198292818331609
Detroit-Indianapolis,airplane,Detroit,Indianapolis,42.3315509,-83.0466403,39.7683331,-86.1583502,386.3650456746432,1.4829563070933038
Detroit-Seattle,airplane,Detroit,Seattle,42.3315509,-83.0466403,47.6038321,-122.330062,3110.960104479941,4.888700130599927
Detroit-Denver,airplane,Detroit,Denver,42.3315509,-83.0466403,39.7392364,-104.984862,1857.1733559884217,3.321466694985527
Detroit-Washington,airplane,Detroit,Washington,42.3315509,-83.0466403,38.8950368,-77.0365427,634.8529525519474,1.7935661906899345
Detroit-Boston,airplane,Detroit,Boston,42.3315509,-83.0466403,42.3554334,-71.060511,984.2835839788936,2.230354479973617
Detroit-El Paso,airplane,Detroit,El Paso,42.3315509,-83.0466403,31.7601164,-106.4870404,2377.849925365935,3.972312406707419
Detroit-Nashville,airplane,Detroit,Nashville,42.3315509,-83.0466403,36.1622767,-86.7742984,757.1727944887375,1.9464659931109216
Detroit-Oklahoma City,airplane,Detroit,Oklahoma City,42.3315509,-83.0466403,35.4729886,-97.5170536,1463.1273524269125,2.8289091905336408
Detroit-Portland,airplane,Detroit,Portland,42.3315509,-83.0466403,45.5202471,-122.674194,3160.9144218279444,4.95114302728493
Detroit-Las Vegas,airplane,Detroit,Las Vegas,42.3315509,-83.0466403,36.171697,-115.1463536,2829.400982160477,4.536751227700596
Detroit-Memphis,airplane,Detroit,Memphis,42.3315509,-83.0466403,35.1460249,-90.0517638,1002.9646411680176,2.253705801460022
Detroit-Baltimore,airplane,Detroit,Baltimore,42.3315509,-83.0466403,39.290386,-76.61219,638.1592364121524,1.7976990455151904
Detroit-Louisville,airplane,Detroit,Louisville,42.3315509,-83.0466403,38.2542376,-85.759407,508.3428116655279,1.63542851458191
Oklahoma City-New York,airplane,Oklahoma City,New York,35.4729886,-97.5170536,40.7127281,-74.0060152,2131.087777980661,3.6638597224758263
Oklahoma City-Los Angeles,airplane,Oklahoma City,Los Angeles,35.4729886,-97.5170536,34.052235,-118.243683,1896.445579887996,3.3705569748599946
Oklahoma City-Chicago,airplane,Oklahoma City,Chicago,35.4729886,-97.5170536,41.8755616,-87.6244212,1114.1855545403434,2.3927319431754293
Oklahoma City-Houston,airplane,Oklahoma City,Houston,35.4729886,-97.5170536,29.7589382,-95.3676974,666.444348896337,1.8330554361204212
Oklahoma City-Phoenix,airplane,Oklahoma City,Phoenix,35.4729886,-97.5170536,33.4484367,-112.074141,1352.169863218423,2.6902123290230286
Oklahoma City-Philadelphia,airplane,Oklahoma City,Philadelphia,35.4729886,-97.5170536,39.9527237,-75.1635262,2022.5115955397864,3.528139494424733
Oklahoma City-San Antonio,airplane,Oklahoma City,San Antonio,35.4729886,-97.5170536,29.4246002,-98.4951405,678.7705560632196,1.8484631950790245
Oklahoma City-San Diego,airplane,Oklahoma City,San Diego,35.4729886,-97.5170536,32.7174202,-117.162772,1831.5934405620933,3.289491800702617
Oklahoma City-Dallas,airplane,Oklahoma City,Dallas,35.4729886,-97.5170536,32.7762719,-96.7968559,307.098770868852,1.383873463586065
Oklahoma City-San Jose,airplane,Oklahoma City,San Jose,35.4729886,-97.5170536,37.3361663,-121.890591,2185.038717699408,3.73129839712426
Oklahoma City-Austin,airplane,Oklahoma City,Austin,35.4729886,-97.5170536,30.2711286,-97.7436995,578.8069978096136,1.723508747262017
Oklahoma City-Jacksonville,airplane,Oklahoma City,Jacksonville,35.4729886,-97.5170536,30.3321838,-81.655651,1584.947366392476,2.9811842079905952
Oklahoma City-Fort Worth,airplane,Oklahoma City,Fort Worth,35.4729886,-97.5170536,32.753177,-97.3327459,302.9046495781922,1.3786308119727404
Oklahoma City-Columbus,airplane,Oklahoma City,Columbus,35.4729886,-97.5170536,39.9622601,-83.0007065,1368.9088882269266,2.7111361102836584
Oklahoma City-Charlotte,airplane,Oklahoma City,Charlotte,35.4729886,-97.5170536,35.2272086,-80.8430827,1510.6800189485243,2.888350023685656
Oklahoma City-San Francisco,airplane,Oklahoma City,San Francisco,35.4729886,-97.5170536,37.7792588,-122.4193286,2230.349015384485,3.7879362692306064
Oklahoma City-Indianapolis,airplane,Oklahoma City,Indianapolis,35.4729886,-97.5170536,39.7683331,-86.1583502,1107.433336957548,2.384291671196934
Oklahoma City-Seattle,airplane,Oklahoma City,Seattle,35.4729886,-97.5170536,47.6038321,-122.330062,2449.7842989919804,4.062230373739975
Oklahoma City-Denver,airplane,Oklahoma City,Denver,35.4729886,-97.5170536,39.7392364,-104.984862,810.569271557594,2.0132115894469926
Oklahoma City-Washington,airplane,Oklahoma City,Washington,35.4729886,-97.5170536,38.8950368,-77.0365427,1849.61616763218,3.3120202095402247
Oklahoma City-Boston,airplane,Oklahoma City,Boston,35.4729886,-97.5170536,42.3554334,-71.060511,2401.968795002148,4.002460993752685
Oklahoma City-El Paso,airplane,Oklahoma City,El Paso,35.4729886,-97.5170536,31.7601164,-106.4870404,927.020155460164,2.158775194325205
Oklahoma City-Nashville,airplane,Oklahoma City,Nashville,35.4729886,-97.5170536,36.1622767,-86.7742984,971.1602513985596,2.2139503142481995
Oklahoma City-Detroit,airplane,Oklahoma City,Detroit,35.4729886,-97.5170536,42.3315509,-83.0466403,1463.1273524269125,2.8289091905336408
Oklahoma City-Portland,airplane,Oklahoma City,Portland,35.4729886,-97.5170536,45.5202471,-122.674194,2388.5726308569806,3.9857157885712255
Oklahoma City-Las Vegas,airplane,Oklahoma City,Las Vegas,35.4729886,-97.5170536,36.171697,-115.1463536,1589.186645794128,2.98648330724266
Oklahoma City-Memphis,airplane,Oklahoma City,Memphis,35.4729886,-97.5170536,35.1460249,-90.0517638,678.2107680339786,1.8477634600424733
Oklahoma City-Baltimore,airplane,Oklahoma City,Baltimore,35.4729886,-97.5170536,39.290386,-76.61219,1890.5980524357008,3.363247565544626
Oklahoma City-Louisville,airplane,Oklahoma City,Louisville,35.4729886,-97.5170536,38.2542376,-85.759407,1089.8591100774358,2.362323887596795
Portland-New York,airplane,Portland,New York,45.5202471,-122.674194,40.7127281,-74.0060152,3925.2266749186,5.90653334364825
Portland-Los Angeles,airplane,Portland,Los Angeles,45.5202471,-122.674194,34.052235,-118.243683,1329.6259900399302,2.662032487549913
Portland-Chicago,airplane,Portland,Chicago,45.5202471,-122.674194,41.8755616,-87.6244212,2823.869107852141,4.529836384815177
Portland-Houston,airplane,Portland,Houston,45.5202471,-122.674194,29.7589382,-95.3676974,2951.139186366062,4.6889239829575775
Portland-Phoenix,airplane,Portland,Phoenix,45.5202471,-122.674194,33.4484367,-112.074141,1618.365113648652,3.022956392060815
Portland-Philadelphia,airplane,Portland,Philadelphia,45.5202471,-122.674194,39.9527237,-75.1635262,3871.6239262393706,5.839529907799213
Portland-San Antonio,airplane,Portland,San Antonio,45.5202471,-122.674194,29.4246002,-98.4951405,2765.471650556485,4.456839563195606
Portland-San Diego,airplane,Portland,San Diego,45.5202471,-122.674194,32.7174202,-117.162772,1499.94916626822,2.8749364578352745
Portland-Dallas,airplane,Portland,Dallas,45.5202471,-122.674194,32.7762719,-96.7968559,2625.259947858058,4.281574934822572
Portland-San Jose,airplane,Portland,San Jose,45.5202471,-122.674194,37.3361663,-121.890591,912.3569939166828,2.140446242395853
Portland-Austin,airplane,Portland,Austin,45.5202471,-122.674194,30.2711286,-97.7436995,2748.072900797005,4.435091125996256
Portland-Jacksonville,airplane,Portland,Jacksonville,45.5202471,-122.674194,30.3321838,-81.655651,3920.031710080635,5.900039637600794
Portland-Fort Worth,airplane,Portland,Fort Worth,45.5202471,-122.674194,32.753177,-97.3327459,2588.785587713534,4.235981984641917
Portland-Columbus,airplane,Portland,Columbus,45.5202471,-122.674194,39.9622601,-83.0007065,3263.884358636247,5.079855448295309
Portland-Charlotte,airplane,Portland,Charlotte,45.5202471,-122.674194,35.2272086,-80.8430827,3676.9935993956137,5.596241999244517
Portland-San Francisco,airplane,Portland,San Francisco,45.5202471,-122.674194,37.7792588,-122.4193286,861.0177315755561,2.076272164469445
Portland-Indianapolis,airplane,Portland,Indianapolis,45.5202471,-122.674194,39.7683331,-86.1583502,3026.911230656436,4.783639038320546
Portland-Seattle,airplane,Portland,Seattle,45.5202471,-122.674194,47.6038321,-122.330062,233.17249807282167,1.291465622591027
Portland-Denver,airplane,Portland,Denver,45.5202471,-122.674194,39.7392364,-104.984862,1579.115942043495,2.973894927554368
Portland-Washington,airplane,Portland,Washington,45.5202471,-122.674194,38.8950368,-77.0365427,3777.790845561474,5.722238556951842
Portland-Boston,airplane,Portland,Boston,45.5202471,-122.674194,42.3554334,-71.060511,4076.1238514462034,6.0951548143077545
Portland-El Paso,airplane,Portland,El Paso,45.5202471,-122.674194,31.7601164,-106.4870404,2069.938375625243,3.587422969531554
Portland-Nashville,airplane,Portland,Nashville,45.5202471,-122.674194,36.1622767,-86.7742984,3163.43597713484,4.95429497141855
Portland-Detroit,airplane,Portland,Detroit,45.5202471,-122.674194,42.3315509,-83.0466403,3160.9144218279444,4.95114302728493
Portland-Oklahoma City,airplane,Portland,Oklahoma City,45.5202471,-122.674194,35.4729886,-97.5170536,2388.5726308569806,3.9857157885712255
Portland-Las Vegas,airplane,Portland,Las Vegas,45.5202471,-122.674194,36.171697,-115.1463536,1215.8955730071325,2.5198694662589154
Portland-Memphis,airplane,Portland,Memphis,45.5202471,-122.674194,35.1460249,-90.0517638,2970.3453512369947,4.712931689046243
Portland-Baltimore,airplane,Portland,Baltimore,45.5202471,-122.674194,39.290386,-76.61219,3791.361759436692,5.739202199295864
Portland-Louisville,airplane,Portland,Louisville,45.5202471,-122.674194,38.2542376,-85.759407,3130.7555316163766,4.913444414520471
Las Vegas-New York,airplane,Las Vegas,New York,36.171697,-115.1463536,40.7127281,-74.0060152,3585.3433304095106,5.481679163011888
Las Vegas-Los Angeles,airplane,Las Vegas,Los Angeles,36.171697,-115.1463536,34.052235,-118.243683,367.27089943938273,1.4590886242992285
Las Vegas-Chicago,airplane,Las Vegas,Chicago,36.171697,-115.1463536,41.8755616,-87.6244212,2448.947614095915,4.061184517619894
Las Vegas-Houston,airplane,Las Vegas,Houston,36.171697,-115.1463536,29.7589382,-95.3676974,1973.598516583567,3.466998145729459
Las Vegas-Phoenix,airplane,Las Vegas,Phoenix,36.171697,-115.1463536,33.4484367,-112.074141,412.70251324390665,1.5158781415548832
Las Vegas-Philadelphia,airplane,Las Vegas,Philadelphia,36.171697,-115.1463536,39.9527237,-75.1635262,3496.217658830012,5.370272073537516
Las Vegas-San Antonio,airplane,Las Vegas,San Antonio,36.171697,-115.1463536,29.4246002,-98.4951405,1724.475713330532,3.155594641663165
Las Vegas-San Diego,airplane,Las Vegas,San Diego,36.171697,-115.1463536,32.7174202,-117.162772,426.2569014780306,1.5328211268475382
Las Vegas-Dallas,airplane,Las Vegas,Dallas,36.171697,-115.1463536,32.7762719,-96.7968559,1721.0568055112365,3.1513210068890456
Las Vegas-San Jose,airplane,Las Vegas,San Jose,36.171697,-115.1463536,37.3361663,-121.890591,614.4943898834075,1.7681179873542594
Las Vegas-Austin,airplane,Las Vegas,Austin,36.171697,-115.1463536,30.2711286,-97.7436995,1743.4625774085152,3.179328221760644
Las Vegas-Jacksonville,airplane,Las Vegas,Jacksonville,36.171697,-115.1463536,30.3321838,-81.655651,3164.8309747763587,4.956038718470449
Las Vegas-Fort Worth,airplane,Las Vegas,Fort Worth,36.171697,-115.1463536,32.753177,-97.3327459,1674.169278531655,3.0927115981645685
Las Vegas-Columbus,airplane,Las Vegas,Columbus,36.171697,-115.1463536,39.9622601,-83.0007065,2829.925949125101,4.537407436406376
Las Vegas-Charlotte,airplane,Las Vegas,Charlotte,36.171697,-115.1463536,35.2272086,-80.8430827,3083.183246910637,4.853979058638297
Las Vegas-San Francisco,airplane,Las Vegas,San Francisco,36.171697,-115.1463536,37.7792588,-122.4193286,670.1446341794781,1.837680792724348
Las Vegas-Indianapolis,airplane,Las Vegas,Indianapolis,36.171697,-115.1463536,39.7683331,-86.1583502,2560.871355133349,4.201089193916687
Las Vegas-Seattle,airplane,Las Vegas,Seattle,36.171697,-115.1463536,47.6038321,-122.330062,1401.9065882379552,2.752383235297444
Las Vegas-Denver,airplane,Las Vegas,Denver,36.171697,-115.1463536,39.7392364,-104.984862,974.468007864999,2.218085009831249
Las Vegas-Washington,airplane,Las Vegas,Washington,36.171697,-115.1463536,38.8950368,-77.0365427,3349.661304335249,5.187076630419061
Las Vegas-Boston,airplane,Las Vegas,Boston,36.171697,-115.1463536,42.3554334,-71.060511,3813.577381042553,5.766971726303192
Las Vegas-El Paso,airplane,Las Vegas,El Paso,36.171697,-115.1463536,31.7601164,-106.4870404,936.608912571776,2.17076114071472
Las Vegas-Nashville,airplane,Las Vegas,Nashville,36.171697,-115.1463536,36.1622767,-86.7742984,2537.695663505793,4.172119579382242
Las Vegas-Detroit,airplane,Las Vegas,Detroit,36.171697,-115.1463536,42.3315509,-83.0466403,2829.400982160477,4.536751227700596
Las Vegas-Oklahoma City,airplane,Las Vegas,Oklahoma City,36.171697,-115.1463536,35.4729886,-97.5170536,1589.186645794128,2.98648330724266
Las Vegas-Portland,airplane,Las Vegas,Portland,36.171697,-115.1463536,45.5202471,-122.674194,1215.8955730071325,2.5198694662589154
Las Vegas-Memphis,airplane,Las Vegas,Memphis,36.171697,-115.1463536,35.1460249,-90.0517638,2263.7645278482582,3.829705659810323
Las Vegas-Baltimore,airplane,Las Vegas,Baltimore,36.171697,-115.1463536,39.290386,-76.61219,3380.9117265930654,5.226139658241332
Las Vegas-Louisville,airplane,Las Vegas,Louisville,36.171697,-115.1463536,38.2542376,-85.759407,2601.693331881311,4.25211666485164
Memphis-New York,airplane,Memphis,New York,35.1460249,-90.0517638,40.7127281,-74.0060152,1534.406721426921,2.918008401783651
Memphis-Los Angeles,airplane,Memphis,Los Angeles,35.1460249,-90.0517638,34.052235,-118.243683,2574.648117260665,4.218310146575831
Memphis-Chicago,airplane,Memphis,Chicago,35.1460249,-90.0517638,41.8755616,-87.6244212,777.4270151201546,1.9717837689001927
Memphis-Houston,airplane,Memphis,Houston,35.1460249,-90.0517638,29.7589382,-95.3676974,779.2054812244528,1.974006851530566
Memphis-Phoenix,airplane,Memphis,Phoenix,35.1460249,-90.0517638,33.4484367,-112.074141,2027.63275012293,3.5345409376536625
Memphis-Philadelphia,airplane,Memphis,Philadelphia,35.1460249,-90.0517638,39.9527237,-75.1635262,1414.9113484110246,2.7686391855137806
Memphis-San Antonio,airplane,Memphis,San Antonio,35.1460249,-90.0517638,29.4246002,-98.4951405,1016.485694640512,2.27060711830064
Memphis-San Diego,airplane,Memphis,San Diego,35.1460249,-90.0517638,32.7174202,-117.162772,2507.988652338578,4.134985815423223
Memphis-Dallas,airplane,Memphis,Dallas,35.1460249,-90.0517638,32.7762719,-96.7968559,675.3866190031043,1.8442332737538805
Memphis-San Jose,airplane,Memphis,San Jose,35.1460249,-90.0517638,37.3361663,-121.890591,2852.2682460284705,4.565335307535588
Memphis-Austin,airplane,Memphis,Austin,35.1460249,-90.0517638,30.2711286,-97.7436995,900.4684578661827,2.1255855723327284
Memphis-Jacksonville,airplane,Memphis,Jacksonville,35.1460249,-90.0517638,30.3321838,-81.655651,949.773602459756,2.187217003074695
Memphis-Fort Worth,airplane,Memphis,Fort Worth,35.1460249,-90.0517638,32.753177,-97.3327459,722.1415423460039,1.9026769279325049
Memphis-Columbus,airplane,Memphis,Columbus,35.1460249,-90.0517638,39.9622601,-83.0007065,819.9645814170126,2.0249557267712657
Memphis-Charlotte,airplane,Memphis,Charlotte,35.1460249,-90.0517638,35.2272086,-80.8430827,836.6093653805212,2.0457617067256515
Memphis-San Francisco,airplane,Memphis,San Francisco,35.1460249,-90.0517638,37.7792588,-122.4193286,2894.8728899059656,4.6185911123824575
Memphis-Indianapolis,airplane,Memphis,Indianapolis,35.1460249,-90.0517638,39.7683331,-86.1583502,618.1279449676318,1.7726599312095397
Memphis-Seattle,airplane,Memphis,Seattle,35.1460249,-90.0517638,47.6038321,-122.330062,2998.7720410231127,4.748465051278891
Memphis-Denver,airplane,Memphis,Denver,35.1460249,-90.0517638,39.7392364,-104.984862,1411.636501686358,2.7645456271079474
Memphis-Washington,airplane,Memphis,Washington,35.1460249,-90.0517638,38.8950368,-77.0365427,1227.0174781272838,2.5337718476591045
Memphis-Boston,airplane,Memphis,Boston,35.1460249,-90.0517638,42.3554334,-71.060511,1826.0881740652048,3.2826102175815057
Memphis-El Paso,airplane,Memphis,El Paso,35.1460249,-90.0517638,31.7601164,-106.4870404,1568.5134087065453,2.9606417608831817
Memphis-Nashville,airplane,Memphis,Nashville,35.1460249,-90.0517638,36.1622767,-86.7742984,316.9302596549183,1.396162824568648
Memphis-Detroit,airplane,Memphis,Detroit,35.1460249,-90.0517638,42.3315509,-83.0466403,1002.9646411680176,2.253705801460022
Memphis-Oklahoma City,airplane,Memphis,Oklahoma City,35.1460249,-90.0517638,35.4729886,-97.5170536,678.2107680339786,1.8477634600424733
Memphis-Portland,airplane,Memphis,Portland,35.1460249,-90.0517638,45.5202471,-122.674194,2970.3453512369947,4.712931689046243
Memphis-Las Vegas,airplane,Memphis,Las Vegas,35.1460249,-90.0517638,36.171697,-115.1463536,2263.7645278482582,3.829705659810323
Memphis-Baltimore,airplane,Memphis,Baltimore,35.1460249,-90.0517638,39.290386,-76.61219,1274.5713840046678,2.5932142300058345
Memphis-Louisville,airplane,Memphis,Louisville,35.1460249,-90.0517638,38.2542376,-85.759407,515.5319922086624,1.6444149902608278
Baltimore-New York,airplane,Baltimore,New York,39.290386,-76.61219,40.7127281,-74.0060152,272.5466755059553,1.3406833443824442
Baltimore-Los Angeles,airplane,Baltimore,Los Angeles,39.290386,-76.61219,34.052235,-118.243683,3725.2261158241895,5.656532644780237
Baltimore-Chicago,airplane,Baltimore,Chicago,39.290386,-76.61219,41.8755616,-87.6244212,972.5605149361096,2.215700643670137
Baltimore-Houston,airplane,Baltimore,Houston,39.290386,-76.61219,29.7589382,-95.3676974,2012.5910144837387,3.515738768104673
Baltimore-Phoenix,airplane,Baltimore,Phoenix,39.290386,-76.61219,33.4484367,-112.074141,3219.424502152844,5.024280627691055
Baltimore-Philadelphia,airplane,Baltimore,Philadelphia,39.290386,-76.61219,39.9527237,-75.1635262,144.28720772357576,1.1803590096544698
Baltimore-San Antonio,airplane,Baltimore,San Antonio,39.290386,-76.61219,29.4246002,-98.4951405,2280.075502162057,3.850094377702572
Baltimore-San Diego,airplane,Baltimore,San Diego,39.290386,-76.61219,32.7174202,-117.162772,3688.4628341610096,5.610578542701262
Baltimore-Dallas,airplane,Baltimore,Dallas,39.290386,-76.61219,32.7762719,-96.7968559,1948.815038884072,3.4360187986050894
Baltimore-San Jose,airplane,Baltimore,San Jose,39.290386,-76.61219,37.3361663,-121.890591,3914.945660023066,5.893682075028832
Baltimore-Austin,airplane,Baltimore,Austin,39.290386,-76.61219,30.2711286,-97.7436995,2167.409911521036,3.709262389401295
Baltimore-Jacksonville,airplane,Baltimore,Jacksonville,39.290386,-76.61219,30.3321838,-81.655651,1096.873788365639,2.3710922354570485
Baltimore-Fort Worth,airplane,Baltimore,Fort Worth,39.290386,-76.61219,32.753177,-97.3327459,1994.490907916584,3.49311363489573
Baltimore-Columbus,airplane,Baltimore,Columbus,39.290386,-76.61219,39.9622601,-83.0007065,552.0950632426462,1.6901188290533078
Baltimore-Charlotte,airplane,Baltimore,Charlotte,39.290386,-76.61219,35.2272086,-80.8430827,586.6408475799824,1.733301059474978
